cim_version,datamodel,object,field,data_type,description,possible_values
4.12.0,Databases,Instance_Stats,sga_data_dict_hit_ratio,number,The hit-to-miss ratio for the database instance's data dictionary.,
4.12.0,Databases,Instance_Stats,sga_fixed_area_size,number,"The size of the fixed area (also referred to as the fixed SGA) for the database instance, in bytes.",
4.12.0,Databases,Instance_Stats,sga_free_memory,number,"The total amount of free memory in the database instance SGA, in bytes.",
4.12.0,Databases,Instance_Stats,sga_library_cache_size,number,"The total library cache size for the database instance, in bytes.",
4.12.0,Databases,Instance_Stats,sga_redo_log_buffer_size,number,"The total size of the redo log buffer for the database instance, in bytes.",
4.12.0,Databases,Instance_Stats,sga_shared_pool_size,number,"The total size of the shared pool for this database instance, in bytes.",
4.12.0,Databases,Instance_Stats,sga_sql_area_size,number,"The total size of the SQL area for this database instance, in bytes.",
4.12.0,Databases,Instance_Stats,start_time,time,The total amount of uptime for the database instance.,
4.12.0,Databases,Instance_Stats,tablespace_used,string,"The total amount of tablespace used for the database instance, in bytes.",
4.12.0,Databases,Session_Info,buffer_cache_hit_ratio,number,The percentage of logical reads from the buffer during the session (1-physical reads/session logical reads*100).,
4.12.0,Databases,Session_Info,commits,number,The number of commits per second performed by the user associated with the session.,
4.12.0,Databases,Session_Info,cpu_used,number,The number of CPU centiseconds used by the session. Divide this value by 100 to get the CPU seconds.,
4.12.0,Databases,Session_Info,cursor,number,The number of the cursor currently in use by the session.,
4.12.0,Databases,Session_Info,elapsed_time,number,"The total amount of time elapsed since the user started the session by logging into the database server, in seconds.",
4.12.0,Databases,Session_Info,logical_reads,number,The total number of consistent gets and database block gets performed during the session.,
4.12.0,Databases,Session_Info,machine,string,The name of the logical host associated with the database instance.,
4.12.0,Databases,Session_Info,memory_sorts,number,The total number of memory sorts performed during the session.,
4.12.0,Databases,Session_Info,physical_reads,number,The total number of physical reads performed during the session.,
4.12.0,Databases,Session_Info,seconds_in_wait,number,"The description of seconds_in_waitdepends on the value of wait_time. If wait_time = 0, seconds_in_wait is the number of seconds spent in the current wait condition. If wait_timehas a nonzero value, seconds_in_wait is the number of seconds that have elapsed since the start of the last wait. You can get the active seconds that have elapsed since the last wait ended by calculating seconds_in_wait - wait_time / 100.",
4.12.0,Databases,Session_Info,session_id,string,The unique id that identifies the session.,
4.12.0,Databases,Session_Info,session_status,string,The current status of the session.,"Online, Offline."
4.12.0,Databases,Session_Info,table_scans,number,Number of table scans performed during the session.,
4.12.0,Databases,Session_Info,wait_state,string,Provides the current wait state for the session. Can indicate that the session is currently waiting or provide information about the session's last wait.,"WAITING (the session is currently waiting), WAITED UNKNOWN TIME (the duration of the last session wait is unknown), WAITED SHORT TIME (the last session wait was < 1/100th of a second), WAITED KNOWN TIME (the wait_time is the duration of the last session wait)."
4.12.0,Databases,Session_Info,wait_time,number,"When wait_time = 0, the session is waiting. When wait_time has a nonzero value, it is displaying the last wait time for the session.",
4.12.0,Databases,Lock_Info,last_call_minute,number,"Represents the amount of time elapsed since the session_status changed to its current status. The definition of this field depends on the session_status value. If session_status = ONLINE, the last_call_minute value represents the time elapsed since the session became active. If session_status = OFFLINE, the last_call_minute value represents the time elapsed since the session became inactive.",
4.12.0,Databases,Lock_Info,lock_mode,string,The mode of the lock on the object.,
4.12.0,Databases,Lock_Info,lock_session_id,string,The session identifier of the locked object.,
4.12.0,Databases,Lock_Info,logon_time,number,The database logon time for the session.,
4.12.0,Databases,Lock_Info,obj_name,string,The name of the locked object.,
4.12.0,Databases,Lock_Info,os_pid,string,The process identifier for the operating system.,
4.12.0,Databases,Lock_Info,serial_num,string,The serial number of the object.,
4.12.0,Databases,Database_Query,query,string,The full database query.,
4.12.0,Databases,Database_Query,query_id,string,The identifier for the database query.,
4.12.0,Databases,Database_Query,query_time,time,The time the system initiated the database query.,
4.12.0,Databases,Database_Query,records_affected,number,The number of records affected by the database query.,
4.12.0,Databases,Tablespace,free_bytes,number,"The total amount of free space in the tablespace, in bytes.",
4.12.0,Databases,Tablespace,tablespace_name,string,The name of the tablespace.,
4.12.0,Databases,Tablespace,tablespace_reads,number,The number of tablespace reads carried out by the query.,
4.12.0,Databases,Tablespace,tablespace_status,string,The status of the tablespace.,"Offline, Online, Read Only"
4.12.0,Databases,Tablespace,tablespace_writes,number,The number of tablespace writes carried out by the query.,
4.12.0,Databases,Query_Stats,indexes_hit,string,The names of the indexes hit by the database query.,
4.12.0,Databases,Query_Stats,query_plan_hit,string,The name of the query plan hit by the query.,
4.12.0,Databases,Query_Stats,stored_procedures_called,string,The names of the stored procedures called by the query.,
4.12.0,Databases,Query_Stats,tables_hit,string,The names of the tables hit by the query.,
4.12.0,Email,Email,action,string,Action taken by the reporting device.,"delivered, blocked, quarantined, deleted"
4.12.0,Email,Email,delay,number,Total sending delay in milliseconds.,
4.12.0,Email,Email,dest,string,"The endpoint system to which the message was delivered. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.",
4.12.0,Email,Email,dest_bunit,string,The business unit of the endpoint system to which the message was delivered. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Email,Email,dest_category,string,The category of the endpoint system to which the message was delivered. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Email,Email,dest_priority,string,The priority of the endpoint system to which the message was delivered. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Email,Email,duration,number,"The amount of time for the completion of the messaging event, in seconds.",
4.12.0,Email,Email,file_hash,string,"The hashes for the files attached to the message, if any exist.",
4.12.0,Email,Email,file_name,string,"The names of the files attached to the message, if any exist.",
4.12.0,Email,Email,file_size,number,"The size of the files attached the message, in bytes.",
4.12.0,Email,Email,internal_message_id,string,"Host-specific unique message identifier (such as aid in sendmail, IMI in Domino, Internal-Message-ID in Exchange, and MID in Ironport).",
4.12.0,Email,Email,message_id,string,The globally-unique message identifier.,
4.12.0,Email,Email,message_info,string,Additional information about the message.,
4.12.0,Email,Email,orig_dest,string,The original destination host of the message. The message destination host can change when a message is relayed or bounced.,
4.12.0,Email,Email,orig_recipient,string,The original recipient of the message. The message recipient can change when the original email address is an alias and has to be resolved to the actual recipient.,
4.12.0,Email,Email,orig_src,string,The original source of the message.,
4.12.0,Email,Email,process,string,"The name of the email executable that carries out the message transaction, such as sendmail, postfix, or the name of an email client.",
4.12.0,Email,Email,process_id,number,The numeric identifier of the process invoked to send the message.,
4.12.0,Email,Email,protocol,string,"The email protocol involved, such as SMTP or RPC.","smtp, imap, pop3, mapi"
4.12.0,Email,Email,recipient,string,"A field listing individual recipient email addresses, such as recipient=""foo@splunk.com"", recipient=""bar@splunk.com"".",
4.12.0,Email,Email,recipient_count,number,The total number of intended message recipients.,
4.12.0,Email,Email,recipient_status,string,"The recipient delivery status, if available.",
4.12.0,Email,Email,response_time,number,"The amount of time it took to receive a response in the messaging event, in seconds.",
4.12.0,Email,Email,retries,number,"The number of times that the message was automatically resent because it was bounced back, or a similar transmission error condition.",
4.12.0,Email,Email,return_addr,string,The return address for the message.,
4.12.0,Email,Email,size,number,"The size of the message, in bytes.",
4.12.0,Email,Email,src,string,"The system that sent the message. You can alias this from more specific fields, such as src_host, src_ip, or src_name.",
4.12.0,Email,Email,src_bunit,string,The business unit of the system that sent the message. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Email,Email,src_category,string,The category of the system that sent the message. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Email,Email,src_priority,string,The priority of the system that sent the message. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Email,Email,src_user,string,The email address of the message sender.,
4.12.0,Email,Email,src_user_bunit,string,The business unit of the message sender. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Email,Email,src_user_category,string,The category of the message sender. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Email,Email,src_user_priority,string,The priority of the message sender. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Email,Email,status_code,string,The status code associated with the message.,
4.12.0,Email,Email,subject,string,The subject of the message.,
4.12.0,Email,Email,tag,string,This automatically generated field is used to access tags from within data models. Do not define extractions for this field when writing add-ons.,
4.12.0,Email,Email,url,string,"The URL associated with the message, if any.",
4.12.0,Email,Email,user,string,"The user context for the process. This is not the email address for the sender. For that, look at the src_user field.",
4.12.0,Email,Email,user_bunit,string,The business unit of the user context for the process. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Email,Email,user_category,string,The category of the user context for the process. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Email,Email,user_priority,string,The priority of the user context for the process. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Email,Email,vendor_product,string,The vendor and product of the email server used for the email transaction. This field can be automatically populated by vendor and product fields in your data.,
4.12.0,Email,Email,xdelay,string,Extended delay information for the message transaction. May contain details of all the delays from all the servers in the message transmission chain.,
4.12.0,Email,Email,xref,string,An external reference. Can contain message IDs or recipient addresses from related messages.,
4.12.0,Email,Filtering,filter_action,string,"The status produced by the filter, such as ""accepted"", ""rejected"", or ""dropped"".",
4.12.0,Email,Filtering,filter_score,number,Numeric indicator assigned to specific emails by an email filter.,
4.12.0,Email,Filtering,signature,string,The name of the filter applied.,
4.12.0,Email,Filtering,signature_extra,string,Any additional information about the filter.,
4.12.0,Email,Filtering,signature_id,string,The id associated with the filter name.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,dest,string,"The destination of the message. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.",
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,dest_bunit,string,The business unit of the destination. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,dest_category,string,The type of message destination. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,"queue, topic"
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,dest_priority,string,The priority of the destination. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,duration,number,The number of seconds from message call to message response. Can be derived by getting the difference between the request_sent_time and the message_received_time.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,endpoint,string,The endpoint that the message accessed during the RPC (remote procedure call) transaction.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,endpoint_version,string,"The version of the endpoint accessed during the RPC (remote procedure call) transaction, such as 1.0 or 1.22.",
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,message,string,A command or reference that an RPC (remote procedure call) reads or responds to.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,message_consumed_time,time,The time that the RPC (remote procedure call) read the message and was prepared to take some sort of action.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,message_correlation_id,string,The message correlation identification value.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,message_delivered_time,time,The time that the message producer sent the message.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,message_delivery_mode,string,"The message delivery mode. Possible values depend on the type of message-oriented middleware (MOM) solution in use. They can be words like Transient (meaning the message is stored in memory and is lost if the server dies or restarts) or Persistent (meaning the message is stored both in memory and on disk and is preserved if the server dies or restarts). They can also be numbers like 1, 2, and so on.",
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,message_expiration_time,time,The time that the message expired.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,message_id,string,The message identification.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,message_priority,string,"The priority of the message. Important jobs that the message queue should answer no matter what receive a higher message_priority than other jobs, ensuring they are completed before the others.",
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,message_properties,string,An arbitrary list of message properties. The set of properties displayed depends on the message-oriented middleware (MOM) solution that you are using.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,message_received_time,time,The time that the message was received by a message-oriented middleware (MOM) solution.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,message_redelivered,boolean,Indicates whether or not the message was redelivered.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,message_reply_dest,string,The name of the destination for replies to the message.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,message_type,string,"The type of message, such as callor reply.",
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,parameters,string,Arguments that have been passed to an endpoint by a REST call or something similar. A sample parameter could be something like foo=bar.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,payload,string,The message payload.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,payload_type,string,"The type of payload in the message. The payload type can be text (such as json, xml, and raw) or binary (such as compressed, object, encrypted, and image).",
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,request_payload,string,The content of the message request.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,request_payload_type,string,"The type of payload in the message request. The payload type can be text (such as json, xml, and raw) or binary (such as compressed, object, encrypted, and image).",
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,request_sent_time,time,The time that the message request was sent.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,response_code,string,The response status code sent by the receiving server. Ranges between 200 and 404.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,response_payload_type,string,"The type of payload in the message response. The payload type can be text (such as json, xml, and raw) or binary (such as compressed, object, encrypted, and image).",
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,response_received_time,time,The time that the message response was received.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,response_time,number,"The amount of time it took to receive a response, in seconds.",
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,return_message,string,The response status message sent by the message server.,
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,rpc_protocol,string,"The protocol that the message server uses for remote procedure calls (RPC). Possible values include HTTP REST, SOAP, and EJB.",
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,status,boolean,The status of the message response.,"pass, fail"
4.12.0,Interprocess_Messaging,All_Interprocess_Messaging,tag,string,This automatically generated field is used to access tags from within data models. Do not define extractions for this field when writing add-ons.,
4.12.0,Intrusion_Detection,IDS_Attacks,action,string,The action taken by the intrusion detection system (IDS).,
4.12.0,Intrusion_Detection,IDS_Attacks,category,string,"The vendor-provided category of the triggered signature, such as spyware. This field is a string. Use a category_id field (not included in this data model) for category ID fields that are integer data types.",
4.12.0,Intrusion_Detection,IDS_Attacks,dest,string,"The destination of the attack detected by the intrusion detection system (IDS). You can alias this from more specific fields not included in this data model, such as dest_host, dest_ip, or dest_name.",
4.12.0,Intrusion_Detection,IDS_Attacks,dest_bunit,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Intrusion_Detection,IDS_Attacks,dest_category,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Intrusion_Detection,IDS_Attacks,dest_priority,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Intrusion_Detection,IDS_Attacks,dest_port,number,The destination port of the intrusion.,
4.12.0,Intrusion_Detection,IDS_Attacks,dvc,string,"The device that detected the intrusion event. You can alias this from more specific fields not included in this data model, such as dvc_host, dvc_ip, or dvc_name.",
4.12.0,Intrusion_Detection,IDS_Attacks,dvc_bunit,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Intrusion_Detection,IDS_Attacks,dvc_category,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Intrusion_Detection,IDS_Attacks,dvc_priority,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Intrusion_Detection,IDS_Attacks,ids_type,string,The type of IDS that generated the event.,"network, host, application, wireless"
4.12.0,Intrusion_Detection,IDS_Attacks,severity,string,"The severity of the network protection event. This field is a string. Use a severity_id field (not included in this data model) for severity ID fields that are integer data types. Also, specific values are required for this field. Use vendor_severity for the vendor's own human readable severity strings, such as Good, Bad, and Really Bad.","critical, high, medium, low, informational"
4.12.0,Intrusion_Detection,IDS_Attacks,signature,string,"The name of the intrusion detected on the client (the src), such as PlugAndPlay_BO and JavaScript_Obfuscation_Fre. This is a string value. Use a signature_id field (not included in this data model) for numeric indicators.",
4.12.0,Intrusion_Detection,IDS_Attacks,src,string,"The source involved in the attack detected by the IDS. You can aliasthis from more specific fields not included in this data model, such as src_host, src_ip, or src_name.",
4.12.0,Intrusion_Detection,IDS_Attacks,src_bunit,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Intrusion_Detection,IDS_Attacks,src_category,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Intrusion_Detection,IDS_Attacks,src_priority,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Intrusion_Detection,IDS_Attacks,tag,string,This automatically generated field is used to access tags from within datamodels. Do not define extractions for this field when writing add-ons.,
4.12.0,Intrusion_Detection,IDS_Attacks,transport,string,"The OSI layer 4 (transport) protocol of the intrusion, in lower case.",
4.12.0,Intrusion_Detection,IDS_Attacks,user,string,The user involved with the intrusion detection event.,
4.12.0,Intrusion_Detection,IDS_Attacks,user_bunit,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Intrusion_Detection,IDS_Attacks,user_category,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Intrusion_Detection,IDS_Attacks,user_priority,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Intrusion_Detection,IDS_Attacks,vendor_product,string,"The vendor and product name of the IDS or IPS system that detected the vulnerability, such as HP Tipping Point. This field can be automatically populated by vendor and product fields in your data.",
4.12.0,JVM,JVM,jvm_description,string,A description field provided in some data sources.,
4.12.0,JVM,JVM,tag,string,This automatically generated field is used to access tags from within datamodels. Add-on builders do not need to populate it.,
4.12.0,JVM,Threading,cm_enabled,boolean,Indicates whether thread contention monitoring is enabled.,"true, false, 1, 0"
4.12.0,JVM,Threading,cm_supported,boolean,Indicates whether the JVM supports thread contention monitoring.,"true, false, 1, 0"
4.12.0,JVM,Threading,cpu_time_enabled,boolean,Indicates whether thread CPU time measurement is enabled.,"true, false, 1, 0"
4.12.0,JVM,Threading,cpu_time_supported,boolean,Indicates whether the Java virtual machine supports CPU time measurement for the current thread.,"true, false, 1, 0"
4.12.0,JVM,Threading,current_cpu_time,number,"CPU-space time taken by the JVM, in seconds.",
4.12.0,JVM,Threading,current_user_time,number,"User-space time taken by the JVM, in seconds.",
4.12.0,JVM,Threading,daemon_thread_count,number,The JVM's current daemon count.,
4.12.0,JVM,Threading,omu_supported,boolean,Indicates whether the JVM supports monitoring of object monitor usage.,"true, false, 1, 0"
4.12.0,JVM,Threading,peak_thread_count,number,The JVM's peak thread count.,
4.12.0,JVM,Threading,synch_supported,boolean,Indicates whether the JVM supports monitoring of ownable synchronizer usage.,"true, false, 1, 0"
4.12.0,JVM,Threading,thread_count,number,The JVM's current thread count.,
4.12.0,JVM,Threading,threads_started,number,The total number of threads started in the JVM.,
4.12.0,JVM,Runtime,process_name,string,Process name of the JVM process.,
4.12.0,JVM,Runtime,start_time,timestamp,Start time of the JVM process.,
4.12.0,JVM,Runtime,uptime,int,"Uptime of the JVM process, in seconds.",
4.12.0,JVM,Runtime,vendor_product,string,The JVM product or service. This field can be automatically populated by the the vendor and product fields in your raw data.,
4.12.0,JVM,Runtime,version,string,Version of the JVM.,
4.12.0,JVM,OS,committed_memory,number,"Amount of memory committed to the JVM, in bytes.",
4.12.0,JVM,OS,cpu_time,number,"Amount of CPU time taken by the JVM, in seconds.",
4.12.0,JVM,OS,free_physical_memory,number,"Amount of free physical memory remaining to the JVM, in bytes.",
4.12.0,JVM,OS,free_swap,number,"Amount of free swap memory remaining to the JVM, in bytes.",
4.12.0,JVM,OS,max_file_descriptors,number,Maximum file descriptors available to the JVM.,
4.12.0,JVM,OS,open_file_descriptors,number,Number of file descriptors opened by the JVM.,
4.12.0,JVM,OS,os,string,OS that the JVM is running on.,
4.12.0,JVM,OS,os_architecture,string,OS architecture that the JVM is running on.,
4.12.0,JVM,OS,os_version,string,OS version that the JVM is running on.,
4.12.0,JVM,OS,physical_memory,number,"Physical memory available to the OS that the JVM is running on, in bytes.",
4.12.0,JVM,OS,swap_space,number,"Swap memory space available to the OS that the JVM is running on, in bytes.",
4.12.0,JVM,OS,system_load,number,System load of the OS that the JVM is running on.,
4.12.0,JVM,OS,total_processors,number,Total processor cores available to the OS that the JVM is running on.,
4.12.0,JVM,Compilation,compilation_time,number,"Time taken by JIT compilation, in seconds.",
4.12.0,JVM,Classloading,current_loaded,number,The current count of classes loaded in the JVM.,
4.12.0,JVM,Classloading,total_loaded,number,The total count of classes loaded in the JVM.,
4.12.0,JVM,Classloading,total_unloaded,number,The total count of classes unloaded from the JVM.,
4.12.0,JVM,Memory,heap_committed,number,"Committed amount of heap memory used by the JVM, in bytes.",
4.12.0,JVM,Memory,heap_initial,number,"Initial amount of heap memory used by the JVM, in bytes.",
4.12.0,JVM,Memory,heap_max,number,"Maximum amount of heap memory used by the JVM, in bytes.",
4.12.0,JVM,Memory,heap_used,number,"Heap memory used by the JVM, in bytes.",
4.12.0,JVM,Memory,non_heap_committed,number,"Committed amount of non-heap memory used by the JVM, in bytes.",
4.12.0,JVM,Memory,non_heap_initial,number,"Initial amount of non-heap memory used by the JVM, in bytes.",
4.12.0,JVM,Memory,non_heap_max,number,"Maximum amount of non-heap memory used by the JVM, in bytes.",
4.12.0,JVM,Memory,non_heap_used,number,"Non-heap memory used by the JVM, in bytes.",
4.12.0,JVM,Memory,objects_pending,number,"Number of objects pending in the JVM, in bytes.",
4.12.0,Malware,Malware_Attacks,action,string,The action taken by the reporting device.,"allowed, blocked, deferred"
4.12.0,Malware,Malware_Attacks,category,string,"The category of the malware event, such as keylogger or ad-supported program. Note: This is a string value. Use a category_id field for category ID fields that are integer data types (category_id fields are optional, so they are not included in this table).",
4.12.0,Malware,Malware_Attacks,date,string,The date of the malware event.,
4.12.0,Malware,Malware_Attacks,dest,string,"The system that was affected by the malware event. You can alias this from more specific fields, such as dest_host, dest_ip, or dest_name.",
4.12.0,Malware,Malware_Attacks,dest_bunit,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Malware,Malware_Attacks,dest_category,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Malware,Malware_Attacks,dest_nt_domain,string,"The NT domain of the destination, if applicable.",
4.12.0,Malware,Malware_Attacks,dest_priority,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Malware,Malware_Attacks,dest_requires_av,boolean,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Malware,Malware_Attacks,file_hash,string,The hash of the file with suspected malware.,
4.12.0,Malware,Malware_Attacks,file_name,string,The name of the file with suspected malware.,
4.12.0,Malware,Malware_Attacks,file_path,string,The full file path of the file with suspected malware.,
4.12.0,Malware,Malware_Attacks,Sender,,The reported sender of an email-based attack.,
4.12.0,Malware,Malware_Attacks,signature,string,"The name of the malware infection detected on the client (the dest), such as Trojan.Vundo, Spyware.Gaobot, and W32.Nimbda. Note: This is a string value. Use a signature_id field for signature ID fields that are integer data types. The signature_id field is optional, so it is not included in this table.",
4.12.0,Malware,Malware_Attacks,src,string,"The source of the event, such as a DAT file relay server. You can aliasthis from more specific fields, such as src_host, src_ip, or src_name.",
4.12.0,Malware,Malware_Attacks,src_bunit,string,The business unit of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Malware,Malware_Attacks,src_category,string,The category of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Malware,Malware_Attacks,src_priority,string,The priority of the source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Malware,Malware_Attacks,tag,string,This automatically generated field is used to access tags from within datamodels. Do not define extractions for this field when writing add-ons.,
4.12.0,Malware,Malware_Attacks,user,string,The user involved in the malware event.,
4.12.0,Malware,Malware_Attacks,user_bunit,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Malware,Malware_Attacks,user_category,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Malware,Malware_Attacks,user_priority,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Malware,Malware_Attacks,url,string,A URL containing more information about the vulnerability.,
4.12.0,Malware,Malware_Attacks,vendor_product,string,"The vendor and product name of the endpoint protection system, such as Symantec AntiVirus. This field can be automatically populated by vendor and product fields in your data.",
4.12.0,Malware,Malware_Operations,dest,string,The system where the malware operations event occurred.,
4.12.0,Malware,Malware_Operations,dest_bunit,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Malware,Malware_Operations,dest_category,string,These fields are automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for these fields when writing add-ons.,
4.12.0,Malware,Malware_Operations,dest_nt_domain,string,"The NT domain of the dest system, if applicable.",
4.12.0,Malware,Malware_Operations,dest_priority,string,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Malware,Malware_Operations,dest_requires_av,boolean,This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.,
4.12.0,Malware,Malware_Operations,product_version,string,The product version of the malware operations product.,
4.12.0,Malware,Malware_Operations,signature_version,string,The version of the malware signature bundle in a signature update operations event.,
4.12.0,Malware,Malware_Operations,tag,string,The tag associated with the malware operations event.,
4.12.0,Malware,Malware_Operations,vendor_product,string,The vendor product name of the malware operations product.,
4.12.0,Network_Resolution,DNS,additional_answer_count,number,"Number of entries in the ""additional"" section of the DNS message.",
4.12.0,Network_Resolution,DNS,answer,string,Resolved address for the query.,
4.12.0,Network_Resolution,DNS,answer_count,number,Number of entries in the answer section of the DNS message.,
